101.229.227.246:7777,#genre#
1162,http://123.189.36.186:9901/tsfile/live/1162_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1163,http://123.189.36.186:9901/tsfile/live/1163_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1164,http://123.189.36.186:9901/tsfile/live/1164_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1165,http://123.189.36.186:9901/tsfile/live/1165_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901

223.151.49.74:59901,#genre#
1,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
2,http://223.151.49.74:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
3,http://223.151.49.74:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
4,http://223.151.49.74:59901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
5,http://223.151.49.74:59901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
6,http://223.151.49.74:59901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
7,http://223.151.49.74:59901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
8,http://223.151.49.74:59901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
9,http://223.151.49.74:59901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
10,http://223.151.49.74:59901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
11,http://223.151.49.74:59901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
12,http://223.151.49.74:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
13,http://223.151.49.74:59901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
14,http://223.151.49.74:59901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
15,http://223.151.49.74:59901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
16,http://223.151.49.74:59901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
17,http://223.151.49.74:59901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
18,http://223.151.49.74:59901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
19,http://223.151.49.74:59901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
122,http://223.151.49.74:59901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
124,http://223.151.49.74:59901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
127,http://223.151.49.74:59901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
128,http://223.151.49.74:59901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
130,http://223.151.49.74:59901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
135,http://223.151.49.74:59901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
1000,http://223.151.49.74:59901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
1001,http://223.151.49.74:59901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
1002,http://223.151.49.74:59901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
1003,http://223.151.49.74:59901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
1008,http://223.151.49.74:59901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901
1009,http://223.151.49.74:59901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$223.151.49.74:59901

223.159.8.218:8099,#genre#
1,http://223.159.8.218:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
2,http://223.159.8.218:8099/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
3,http://223.159.8.218:8099/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
4,http://223.159.8.218:8099/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
5,http://223.159.8.218:8099/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
6,http://223.159.8.218:8099/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
7,http://223.159.8.218:8099/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
8,http://223.159.8.218:8099/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
9,http://223.159.8.218:8099/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
10,http://223.159.8.218:8099/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
11,http://223.159.8.218:8099/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
12,http://223.159.8.218:8099/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
13,http://223.159.8.218:8099/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
14,http://223.159.8.218:8099/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
15,http://223.159.8.218:8099/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
107,http://223.159.8.218:8099/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
113,http://223.159.8.218:8099/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
116,http://223.159.8.218:8099/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
117,http://223.159.8.218:8099/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
118,http://223.159.8.218:8099/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
119,http://223.159.8.218:8099/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
120,http://223.159.8.218:8099/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
121,http://223.159.8.218:8099/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
122,http://223.159.8.218:8099/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
123,http://223.159.8.218:8099/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
124,http://223.159.8.218:8099/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
125,http://223.159.8.218:8099/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
126,http://223.159.8.218:8099/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
127,http://223.159.8.218:8099/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
128,http://223.159.8.218:8099/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
130,http://223.159.8.218:8099/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
131,http://223.159.8.218:8099/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
132,http://223.159.8.218:8099/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
135,http://223.159.8.218:8099/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
136,http://223.159.8.218:8099/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
137,http://223.159.8.218:8099/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
138,http://223.159.8.218:8099/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
139,http://223.159.8.218:8099/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
140,http://223.159.8.218:8099/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
142,http://223.159.8.218:8099/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
143,http://223.159.8.218:8099/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
1000,http://223.159.8.218:8099/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
1001,http://223.159.8.218:8099/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
1002,http://223.159.8.218:8099/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
1003,http://223.159.8.218:8099/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
1004,http://223.159.8.218:8099/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
1005,http://223.159.8.218:8099/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
1006,http://223.159.8.218:8099/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
1007,http://223.159.8.218:8099/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
1008,http://223.159.8.218:8099/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099
1009,http://223.159.8.218:8099/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0$223.159.8.218:8099

58.48.37.158:1111,#genre#
1,http://58.48.37.158:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
2,http://58.48.37.158:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
3,http://58.48.37.158:1111/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
4,http://58.48.37.158:1111/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
5,http://58.48.37.158:1111/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
6,http://58.48.37.158:1111/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
7,http://58.48.37.158:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
8,http://58.48.37.158:1111/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
9,http://58.48.37.158:1111/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
10,http://58.48.37.158:1111/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
11,http://58.48.37.158:1111/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
12,http://58.48.37.158:1111/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
13,http://58.48.37.158:1111/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
14,http://58.48.37.158:1111/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
15,http://58.48.37.158:1111/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
16,http://58.48.37.158:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
17,http://58.48.37.158:1111/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
18,http://58.48.37.158:1111/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
19,http://58.48.37.158:1111/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
107,http://58.48.37.158:1111/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
113,http://58.48.37.158:1111/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
116,http://58.48.37.158:1111/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
117,http://58.48.37.158:1111/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
120,http://58.48.37.158:1111/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
121,http://58.48.37.158:1111/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
122,http://58.48.37.158:1111/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
123,http://58.48.37.158:1111/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
124,http://58.48.37.158:1111/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
125,http://58.48.37.158:1111/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
126,http://58.48.37.158:1111/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
127,http://58.48.37.158:1111/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
128,http://58.48.37.158:1111/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
130,http://58.48.37.158:1111/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
131,http://58.48.37.158:1111/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
135,http://58.48.37.158:1111/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
137,http://58.48.37.158:1111/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
138,http://58.48.37.158:1111/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
139,http://58.48.37.158:1111/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
142,http://58.48.37.158:1111/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
143,http://58.48.37.158:1111/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
1000,http://58.48.37.158:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
1001,http://58.48.37.158:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
1002,http://58.48.37.158:1111/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
1003,http://58.48.37.158:1111/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
1004,http://58.48.37.158:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
1005,http://58.48.37.158:1111/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
1006,http://58.48.37.158:1111/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
1007,http://58.48.37.158:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111
1008,http://58.48.37.158:1111/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$58.48.37.158:1111

58.51.111.46:1111,#genre#
1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
2,http://58.51.111.46:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
3,http://58.51.111.46:1111/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
109,http://58.51.111.46:1111/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
112,http://58.51.111.46:1111/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
113,http://58.51.111.46:1111/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
116,http://58.51.111.46:1111/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
126,http://58.51.111.46:1111/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
136,http://58.51.111.46:1111/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
138,http://58.51.111.46:1111/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1000,http://58.51.111.46:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1004,http://58.51.111.46:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1005,http://58.51.111.46:1111/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1006,http://58.51.111.46:1111/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1007,http://58.51.111.46:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1008,http://58.51.111.46:1111/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1009,http://58.51.111.46:1111/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1011,http://58.51.111.46:1111/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1012,http://58.51.111.46:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1013,http://58.51.111.46:1111/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1014,http://58.51.111.46:1111/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1015,http://58.51.111.46:1111/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1016,http://58.51.111.46:1111/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1017,http://58.51.111.46:1111/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1018,http://58.51.111.46:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1019,http://58.51.111.46:1111/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1020,http://58.51.111.46:1111/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1022,http://58.51.111.46:1111/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1023,http://58.51.111.46:1111/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1024,http://58.51.111.46:1111/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1025,http://58.51.111.46:1111/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1026,http://58.51.111.46:1111/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1027,http://58.51.111.46:1111/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1028,http://58.51.111.46:1111/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1029,http://58.51.111.46:1111/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1030,http://58.51.111.46:1111/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1031,http://58.51.111.46:1111/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1032,http://58.51.111.46:1111/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1033,http://58.51.111.46:1111/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1035,http://58.51.111.46:1111/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1036,http://58.51.111.46:1111/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1037,http://58.51.111.46:1111/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1038,http://58.51.111.46:1111/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1039,http://58.51.111.46:1111/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111
1040,http://58.51.111.46:1111/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0$58.51.111.46:1111

60.208.104.234:352,#genre#
1,http://60.208.104.234:352/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
2,http://60.208.104.234:352/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
3,http://60.208.104.234:352/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
4,http://60.208.104.234:352/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
5,http://60.208.104.234:352/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
6,http://60.208.104.234:352/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
7,http://60.208.104.234:352/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
8,http://60.208.104.234:352/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
9,http://60.208.104.234:352/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
10,http://60.208.104.234:352/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
11,http://60.208.104.234:352/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
12,http://60.208.104.234:352/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
13,http://60.208.104.234:352/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
14,http://60.208.104.234:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
15,http://60.208.104.234:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
16,http://60.208.104.234:352/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
19,http://60.208.104.234:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
107,http://60.208.104.234:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
111,http://60.208.104.234:352/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
112,http://60.208.104.234:352/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
113,http://60.208.104.234:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
116,http://60.208.104.234:352/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
117,http://60.208.104.234:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
118,http://60.208.104.234:352/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
119,http://60.208.104.234:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
120,http://60.208.104.234:352/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
121,http://60.208.104.234:352/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
123,http://60.208.104.234:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
125,http://60.208.104.234:352/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
126,http://60.208.104.234:352/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
131,http://60.208.104.234:352/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
135,http://60.208.104.234:352/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
136,http://60.208.104.234:352/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
137,http://60.208.104.234:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
138,http://60.208.104.234:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
139,http://60.208.104.234:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
140,http://60.208.104.234:352/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
142,http://60.208.104.234:352/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
143,http://60.208.104.234:352/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
1000,http://60.208.104.234:352/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352
1004,http://60.208.104.234:352/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0$60.208.104.234:352

58.245.97.28:9901,#genre#
1,http://58.245.97.28:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$58.245.97.28:9901
2,http://58.245.97.28:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$58.245.97.28:9901
3,http://58.245.97.28:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$58.245.97.28:9901
4,http://58.245.97.28:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$58.245.97.28:9901
5,http://58.245.97.28:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$58.245.97.28:9901
6,http://58.245.97.28:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$58.245.97.28:9901
